,Company,TypeName,Inches,Ram,Weight,Price,IPS Panel,Display,TouchScreen,First_Res,Second_Res,Processor,Speed,SSD,HDD,Hybrid,Flash_Storage,Graphics_Card,OS,Resolution
174,HP,Notebook,17.3,8,2.5,49177.44,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Nvidia,Windows,1920x1080
175,Dell,Notebook,15.6,8,2.3,24455.52,No,HD Display,No,1366,768,Intel Core i3,2.4,0,1024,0,0,Intel,Windows,1366x768
176,Acer,Notebook,15.6,4,2.1,23922.72,No,HD Display,No,1366,768,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1366x768
177,MSI,Gaming,18.4,32,4.4,149130.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,512,1024,0,0,Nvidia,Windows,1920x1080
178,Lenovo,Notebook,15.6,8,1.9,43316.64,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,AMD,Windows,1920x1080
179,HP,2 in 1 Convertible,13.3,8,1.29,79866.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i5,1.6,256,0,0,0,Intel,Windows,3840x2160
180,Dell,Notebook,15.6,16,2.02,55890.72,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,2048,0,0,AMD,Other OS,1920x1080
181,Dell,Ultrabook,13.3,8,1.23,74538.72,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
182,Lenovo,2 in 1 Convertible,13.9,16,1.4,98514.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,1.8,512,0,0,0,Intel,Windows,3840x2160
183,Toshiba,Notebook,15.6,8,2.0,42251.04,No,HD Display,No,1366,768,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1366x768
184,Xiaomi,Notebook,15.6,8,1.95,63882.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Nvidia,Other OS,1920x1080
185,Dell,Notebook,17.3,16,2.77,82530.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,512,0,0,0,Nvidia,Windows,1920x1080
186,Dell,Notebook,15.6,16,2.06,127712.16,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,3840x2160
187,Lenovo,Gaming,15.6,8,2.4,41505.12,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Other OS,1920x1080
188,Acer,Ultrabook,13.3,8,1.12,52693.92,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.2,256,0,0,0,Intel,Windows,1920x1080
189,Dell,Notebook,17.3,8,2.8,57808.8,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,1024,0,0,AMD,Windows,1920x1080
190,Lenovo,2 in 1 Convertible,14.0,16,1.42,150462.72,No,HD Display,Yes,2560,1440,Intel Core i7,2.7,1024,0,0,0,Intel,Windows,2560x1440
191,Vero,Notebook,14.0,4,1.3,13852.8,Yes,Full HD Display,No,1920,1080,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1920x1080
192,Xiaomi,Ultrabook,13.3,8,1.3,53274.67199999999,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Other OS,1920x1080
193,Lenovo,Notebook,17.3,8,2.8,37189.44,No,HD Display,No,1600,900,Intel Core i5,1.6,256,0,0,0,Nvidia,Other OS,1600x900
194,Dell,2 in 1 Convertible,13.3,8,1.62,44701.92,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,0,1024,0,0,Intel,Windows,1920x1080
195,HP,Notebook,17.3,8,2.5,48697.92,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,1024,0,0,Nvidia,Windows,1920x1080
196,Razer,Gaming,17.3,32,3.49,324954.72,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.9,1024,0,0,0,Nvidia,Windows,3840x2160
197,HP,Notebook,13.3,8,1.49,51095.52,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,512,0,0,0,Intel,Windows,1920x1080
198,HP,Gaming,17.3,16,3.35,73473.12,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
199,HP,Notebook,17.3,8,2.5,55677.6,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Nvidia,Windows,1920x1080
200,Dell,Gaming,15.6,16,2.65,98301.6,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,512,1024,0,0,Nvidia,Windows,3840x2160
201,Lenovo,Notebook,15.6,4,2.1,26267.04,No,HD Display,No,1366,768,Intel Core i5,2.3,128,0,0,0,Intel,Windows,1366x768
202,Acer,Notebook,15.6,8,2.23,39533.76,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Windows,1920x1080
203,Lenovo,Gaming,15.6,16,3.2,93186.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,1024,0,0,Nvidia,Windows,1920x1080
204,Dell,Workstation,15.6,16,2.8,162770.4,No,4K Ultra HD Display,No,3840,2160,Other Intel Processor,3.0,256,1024,0,0,Nvidia,Windows,3840x2160
205,Lenovo,Gaming,15.6,16,2.4,74485.44,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,0,0,0,Nvidia,Other OS,1920x1080
206,Dell,Notebook,15.6,6,2.3,23389.92,No,HD Display,Yes,1366,768,Intel Core i3,2.4,0,1024,0,0,Intel,Windows,1366x768
207,Dell,Ultrabook,13.3,8,1.21,103842.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,1.8,256,0,0,0,Intel,Windows,3840x2160
208,Dell,Ultrabook,13.3,8,1.2,77202.72,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Intel,Windows,1920x1080
209,Lenovo,Notebook,15.6,8,2.2,31808.16,No,HD Display,No,1366,768,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1366x768
210,Acer,Notebook,15.6,8,2.4,41505.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Other OS,1920x1080
211,Asus,Gaming,17.3,16,2.9,74964.95999999999,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
212,HP,Notebook,15.6,4,2.1,18594.72,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,500,0,0,Intel,Other OS,1920x1080
213,Lenovo,Notebook,15.6,8,2.2,29250.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Other OS,1920x1080
214,Huawei,Ultrabook,13.0,8,1.05,79866.72,Yes,Full HD Display,No,2160,1440,Intel Core i7,2.7,512,0,0,0,Intel,Windows,2160x1440
215,Dell,Ultrabook,13.3,8,1.4,49650.5664,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,AMD,Windows,1920x1080
216,Lenovo,Notebook,17.3,8,2.8,31381.92,No,HD Display,No,1600,900,Intel Core i5,2.5,0,1024,0,0,Nvidia,Other OS,1600x900
217,HP,Notebook,14.0,8,1.63,54931.68,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Nvidia,Windows,1920x1080
218,Dell,Ultrabook,14.0,8,1.6,61218.72,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
219,Dell,2 in 1 Convertible,13.3,16,1.62,68145.12,No,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,512,0,0,0,Intel,Windows,1920x1080
220,Dell,Notebook,15.6,8,2.2,36089.208,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,AMD,Other OS,1920x1080
221,Lenovo,2 in 1 Convertible,14.0,8,1.74,47898.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
222,Toshiba,Ultrabook,13.3,8,1.2,72620.64,No,Full HD Display,No,1920,1080,Intel Core i7,2.5,256,0,0,0,Intel,Windows,1920x1080
223,HP,Notebook,15.6,8,2.1,42304.32,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,1024,0,0,Intel,Windows,1920x1080
224,Dell,Gaming,17.3,16,4.42,130873.7952,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
225,Acer,Notebook,15.6,8,2.2,44328.96,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
226,Dell,Notebook,15.6,16,2.3,45768.0528,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,0,1024,0,0,AMD,Windows,1920x1080
227,Asus,Notebook,15.6,8,2.0,40972.32,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
228,Asus,Notebook,17.3,8,2.69,47472.48,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,500,0,0,Nvidia,Windows,1920x1080
229,HP,Notebook,15.6,8,1.9,67612.31999999999,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,AMD,Windows,1920x1080
230,Asus,Notebook,15.6,4,2.37,21258.1872,No,HD Display,No,1366,768,Intel Core i3,2.4,0,1024,0,0,Intel,Windows,1366x768
231,HP,Notebook,15.6,4,2.1,17582.399999999998,No,HD Display,No,1366,768,AMD Processor,1.5,0,500,0,0,AMD,Windows,1366x768
232,Lenovo,Gaming,15.6,16,3.2,79866.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
233,Dell,Notebook,14.0,8,1.6,45767.52,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
234,Acer,2 in 1 Convertible,13.3,8,1.6,36709.92,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1920x1080
235,Dell,Notebook,15.6,16,2.36,47898.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Other OS,1920x1080
236,Acer,Notebook,15.6,4,2.1,20779.2,No,HD Display,No,1366,768,Intel Core i3,2.0,0,1024,0,0,Intel,Other OS,1366x768
237,Asus,Notebook,15.6,4,2.2,30636.0,No,Full HD Display,No,1920,1080,AMD Processor,2.5,128,1024,0,0,AMD,Windows,1920x1080
238,Asus,Gaming,17.3,32,4.7,207259.2,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,512,1024,0,0,Nvidia,Windows,1920x1080
239,Acer,Gaming,15.6,8,2.5,45074.88,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
240,Lenovo,Notebook,15.6,8,2.2,31381.92,No,HD Display,No,1366,768,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1366x768
241,Asus,Notebook,17.3,8,2.1,61005.6,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,1024,0,0,Nvidia,Windows,1920x1080
242,Asus,Notebook,17.3,8,2.69,47365.92,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,128,1024,0,0,Nvidia,Other OS,1920x1080
243,Dell,Gaming,15.6,8,2.56,46833.12,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
244,Lenovo,2 in 1 Convertible,13.9,8,1.38,57489.12,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
245,Dell,Notebook,15.6,8,2.2,52480.8,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,2048,0,0,AMD,Windows,1920x1080
246,HP,Notebook,15.6,8,2.04,29783.52,No,HD Display,Yes,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1366x768
247,Asus,Gaming,17.3,16,3.6,159786.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,256,0,0,0,Nvidia,Windows,1920x1080
248,HP,Notebook,13.3,4,1.49,35964.0,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,500,0,0,Intel,Windows,1920x1080
249,Apple,Ultrabook,13.3,8,1.37,108691.2,Yes,Retina Display,No,2560,1600,Intel Core i5,3.1,512,0,0,0,Intel,MacOS,2560x1600
250,Dell,2 in 1 Convertible,15.6,8,2.08,43636.32,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,0,1024,0,0,Intel,Windows,1920x1080
251,Asus,Gaming,17.3,16,4.3,95850.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
252,Asus,Notebook,15.6,4,1.68,24988.32,No,HD Display,No,1366,768,AMD Processor,3.0,0,1024,0,0,AMD,Windows,1366x768
253,Lenovo,2 in 1 Convertible,13.9,8,1.37,98514.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,512,0,0,0,Intel,Windows,1920x1080
254,Acer,Notebook,17.3,4,3.0,37402.56,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.7,256,0,0,0,Nvidia,Windows,1920x1080
255,Dell,Ultrabook,13.3,8,1.41,50562.72,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
256,HP,Notebook,15.6,8,1.91,23757.552,No,HD Display,No,1366,768,AMD Processor,2.5,128,0,0,0,AMD,Windows,1366x768
257,HP,Notebook,17.3,16,2.9,56423.52,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,0,1024,0,0,Nvidia,Windows,1920x1080
258,MSI,Gaming,17.3,16,4.14,133146.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,1024,0,0,Nvidia,Windows,1920x1080
259,Lenovo,2 in 1 Convertible,15.6,8,2.0,90522.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,1920x1080
260,Dell,Notebook,17.3,8,2.8,60845.76,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,1024,0,0,AMD,Windows,1920x1080
261,Lenovo,Notebook,15.6,4,2.2,23656.32,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,256,0,0,0,Intel,Other OS,1920x1080
262,HP,Notebook,15.6,4,2.1,38468.16,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,500,0,0,Intel,Windows,1920x1080
263,Dell,Notebook,15.6,4,2.18,35004.96,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
264,Dell,Notebook,15.6,8,2.24,30103.2,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,AMD,Windows,1920x1080
265,Dell,2 in 1 Convertible,15.6,8,2.67,42570.72,No,Full HD Display,Yes,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
266,Asus,2 in 1 Convertible,13.3,8,1.1,79866.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,1024,0,0,0,Intel,Windows,1920x1080
267,Lenovo,Notebook,15.6,4,2.2,24881.76,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Other OS,1920x1080
268,HP,Notebook,17.3,8,2.5,54239.04,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,0,1024,0,0,Nvidia,Windows,1920x1080
269,Lenovo,Notebook,15.6,8,2.05,46886.4,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Intel,Windows,1920x1080
270,Apple,Ultrabook,13.3,8,1.37,104370.192,Yes,Retina Display,No,2560,1600,Intel Core i5,2.9,512,0,0,0,Intel,MacOS,2560x1600
271,Asus,Gaming,17.3,16,3.2,82530.72,No,Full HD Display,No,1920,1080,AMD Processor,3.0,256,1024,0,0,AMD,Windows,1920x1080
272,Dell,Notebook,15.6,8,2.14,39164.5296,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,AMD,Other OS,1920x1080
273,Lenovo,2 in 1 Convertible,14.0,16,1.36,133146.72,No,HD Display,Yes,2560,1440,Intel Core i7,2.6,512,0,0,0,Intel,Windows,2560x1440
274,Toshiba,Notebook,15.6,8,2.2,43263.36,No,HD Display,No,1366,768,Intel Core i7,2.5,0,500,0,0,Nvidia,Windows,1366x768
275,Dell,Notebook,15.6,12,2.3,37992.3696,No,HD Display,No,1366,768,Intel Core i7,2.7,0,1024,0,0,Intel,Windows,1366x768
276,Dell,Notebook,17.3,8,2.8,58554.72,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,1024,0,0,AMD,Other OS,1920x1080
277,Acer,Notebook,15.6,8,2.2,39693.6,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,0,1024,0,0,Nvidia,Windows,1920x1080
278,Lenovo,Notebook,17.3,4,2.8,26053.92,No,HD Display,No,1600,900,Intel Core i3,2.0,0,1024,0,0,Intel,Windows,1600x900
279,Lenovo,Notebook,17.3,8,2.8,45234.72,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,0,2048,0,0,Nvidia,Other OS,1920x1080
280,Lenovo,Notebook,17.3,6,2.8,45767.52,No,HD Display,No,1600,900,Intel Core i7,2.7,128,1024,0,0,Nvidia,Windows,1600x900
281,Dell,Notebook,15.6,4,2.25,22803.84,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,AMD,Other OS,1920x1080
282,Lenovo,Gaming,15.6,8,2.5,44169.12,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
283,Lenovo,Notebook,15.6,6,2.2,30849.12,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
284,Acer,Notebook,15.6,8,3.0,50669.28,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Nvidia,Windows,1920x1080
285,Acer,Notebook,15.6,12,2.15,35111.52,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,0,1024,0,0,Intel,Windows,1920x1080
286,Lenovo,Notebook,15.6,8,1.95,58448.16,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
287,Asus,Ultrabook,15.6,8,1.7,52054.56,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
288,Lenovo,Gaming,15.6,16,2.5,62817.12,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
289,Lenovo,Notebook,15.6,8,2.2,35112.0528,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Other OS,1920x1080
290,Acer,Notebook,15.6,2,2.19,10602.72,No,HD Display,No,1366,768,Other Intel Processor,1.5,16,0,0,0,Intel,Other OS,1366x768
291,Asus,Gaming,17.3,8,3.0,63243.36,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
292,HP,Notebook,17.3,8,2.54,26053.92,No,HD Display,No,1600,900,Intel Core i3,2.0,0,1024,0,0,Intel,Windows,1600x900
293,Dell,Notebook,15.6,8,2.0,97449.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
294,Lenovo,Notebook,15.6,8,2.05,39373.92,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
295,Lenovo,Gaming,15.6,8,3.2,69210.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
296,Acer,Notebook,15.6,8,2.5,52161.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Other OS,1920x1080
297,Dell,Workstation,17.3,16,3.42,153705.3408,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,256,0,0,0,Nvidia,Windows,1920x1080
298,Lenovo,Notebook,15.6,6,2.4,26586.72,No,Full HD Display,No,1920,1080,AMD Processor,2.4,0,1024,0,0,AMD,Windows,1920x1080
299,Asus,Ultrabook,15.6,16,1.63,78215.04,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Nvidia,Windows,1920x1080
300,Asus,Notebook,14.0,4,1.3,27119.52,No,HD Display,No,1366,768,Intel Core i3,2.4,128,0,0,0,Intel,Windows,1366x768
301,Asus,Gaming,17.3,16,2.9,113060.16,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
302,Lenovo,Notebook,17.3,6,2.8,34578.72,No,HD Display,No,1600,900,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1600x900
303,Lenovo,Notebook,15.6,8,2.2,29250.72,No,HD Display,No,1366,768,Intel Core i5,2.5,0,2048,0,0,Nvidia,Other OS,1366x768
304,Asus,Gaming,15.6,8,2.5,67399.2,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
305,Lenovo,Notebook,15.6,4,2.2,19180.2672,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Other OS,1366x768
306,HP,2 in 1 Convertible,13.3,16,1.28,105228.0,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.8,256,0,0,0,Intel,Windows,1920x1080
307,Toshiba,Notebook,15.6,8,2.2,55571.04,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.5,256,0,0,0,Nvidia,Windows,1920x1080
308,Lenovo,Notebook,15.6,8,2.3,43636.32,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
309,HP,Notebook,15.6,4,1.86,24988.32,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,Intel,Windows,1920x1080
310,Lenovo,Notebook,13.3,8,1.1,53226.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
311,Dell,Ultrabook,13.3,16,1.21,133146.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,1.8,1024,0,0,0,Intel,Windows,3840x2160
312,MSI,Gaming,15.6,16,2.8,111834.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
313,Acer,Notebook,15.6,8,2.23,24988.32,No,Full HD Display,No,1920,1080,AMD Processor,2.2,256,0,0,0,AMD,Windows,1920x1080
314,Asus,2 in 1 Convertible,11.6,2,1.1,14652.0,No,HD Display,Yes,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
315,Dell,Notebook,15.6,8,2.33,44968.32,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,128,1024,0,0,AMD,Windows,1920x1080
316,HP,2 in 1 Convertible,13.3,16,1.29,130482.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,1.8,1024,0,0,0,Intel,Windows,3840x2160
317,Lenovo,Notebook,13.3,4,1.45,24503.472,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,16,Intel,Other OS,1366x768
318,HP,Notebook,14.0,8,1.95,52214.4,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
319,Acer,Notebook,11.6,4,1.4,25840.8,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,128,Intel,Windows,1366x768
320,HP,Notebook,14.0,8,1.48,68837.76,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
321,Lenovo,Notebook,17.3,4,2.79,31381.92,No,HD Display,No,1600,900,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1600x900
322,Asus,Notebook,14.0,8,2.0,58288.32,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
323,HP,Notebook,15.6,8,2.1,48058.56,Yes,Full HD Display,No,1366,768,Intel Core i7,1.8,0,1024,0,0,Intel,Windows,1366x768
324,Acer,Notebook,15.6,8,2.2,35111.52,No,HD Display,No,1366,768,AMD Processor,2.7,256,0,0,0,AMD,Windows,1366x768
325,Lenovo,Notebook,14.0,4,1.44,15557.76,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
326,Acer,Notebook,15.6,6,2.23,29250.72,No,HD Display,No,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1366x768
327,Asus,Ultrabook,15.6,8,1.7,55938.672,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
328,HP,Ultrabook,12.5,8,1.26,71128.8,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
329,Dell,Notebook,15.6,32,2.06,140605.91999999998,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,3840x2160
330,MSI,Gaming,17.3,8,2.7,63882.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
331,Toshiba,Notebook,15.6,8,2.0,50243.04,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
332,Asus,Notebook,14.0,8,2.0,71075.52,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,1024,0,0,Intel,Windows,1920x1080
333,Lenovo,Notebook,15.6,4,1.85,23922.72,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,Intel,Windows,1920x1080
334,Asus,Gaming,15.6,8,2.5,53226.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
335,HP,Notebook,14.0,8,1.48,67559.04,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1920x1080
336,Dell,Ultrabook,15.6,8,1.9,55890.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,128,1024,0,0,Nvidia,Windows,1920x1080
337,HP,Notebook,15.6,8,1.84,60952.32,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
338,Asus,Notebook,15.6,4,2.0,14651.4672,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Other OS,1366x768
339,Dell,Notebook,15.6,8,2.0,60885.72,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Nvidia,Windows,1920x1080
340,Dell,Notebook,15.6,4,2.2,14646.672,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,500,0,0,Intel,Other OS,1366x768
341,Lenovo,Notebook,15.6,12,2.2,47898.72,No,Full HD Display,No,1920,1080,AMD Processor,3.6,0,2048,0,0,AMD,Windows,1920x1080
342,HP,Notebook,15.6,8,2.1,38148.48,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.4,0,1024,0,0,Nvidia,Windows,1920x1080
343,Lenovo,2 in 1 Convertible,13.9,16,1.4,111834.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,1.8,512,0,0,0,Intel,Windows,3840x2160
344,Dell,Ultrabook,13.3,8,1.2,84129.12,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Intel,Windows,1920x1080
345,Lenovo,Gaming,15.6,16,2.4,60153.12,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,2048,0,0,Nvidia,Windows,1920x1080
346,HP,Notebook,14.0,2,1.44,14865.12,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Windows,1366x768
